automobila	te	da	0.750000
i	shvatio	da	0.750000
i	sjedište	joj	0.777778
i	sjećanja	na	0.600000
i	sljedeće	godine	0.800000
i	služi	za	0.400000
i	smatra	se	0.937500
i	srednju	školu	0.900000
i	stoga	je	0.291667
i	stoga	što	0.125000
i	stvaranje	novih	0.428571
i	sudjelovati	u	0.800000
i	sustav	za	0.750000
i	sva	druga	0.500000
i	svaka	druga	0.272727
i	sve	druge	0.115385
i	sve	ostale	0.115385
i	sve	je	0.115385
i	sve	su	0.076923
i	sve	to	0.057692
i	svi	su	0.222222
i	svoj	prvi	0.173913
i	svoj	život	0.130435
i	svoju	prvu	0.250000
i	ta	je	0.375000
i	tada	je	0.241379
i	tada	se	0.206897
i	taj	je	0.217391
i	tako	je	0.197802
i	tako	dalje	0.131868
i	tako	se	0.076923
i	tako	postao	0.032967
i	tamo	se	0.222222
i	te	je	0.187500
i	te	su	0.187500
i	tek	tada	0.333333
i	teška	kilograma	0.571429
i	teške	bolesti	0.375000
i	teško	je	0.400000
i	teško	se	0.266667
i	težak	kg	0.363636
i	teži	od	0.750000
i	težinu	od	0.600000
i	time	je	0.102564
i	to	u	0.144068
i	to	je	0.105932
i	to	na	0.080508
i	to	samo	0.055085
i	to	da	0.046610
i	to	kao	0.033898
i	to	se	0.029661
i	to	od	0.025424
i	to	po	0.021186
i	to	s	0.021186
i	to	što	0.021186
i	to	za	0.021186
i	to	zbog	0.016949
i	to	uglavnom	0.016949
i	to	iz	0.016949
i	to	većinom	0.016949
i	to	tako	0.012712
i	to	ne	0.012712
i	tom	prilikom	1.000000
i	trajalo	je	0.750000
i	tražio	da	0.600000
i	treći	put	0.176471
i	treći	dio	0.176471
i	tri	godine	0.111111
i	troje	djece	0.500000
i	tu	je	0.421053
i	tvrdi	da	0.750000
i	ubrzo	se	0.214286
i	uglavnom	se	0.428571
i	ulaze	u	1.000000
i	ulazi	u	1.000000
i	umjesto	toga	0.600000
i	umro	je	0.500000
i	upravo	je	0.600000
i	uskoro	je	0.666667
i	utječe	na	0.800000
i	uvijek	je	0.388889
i	uz	pomoć	0.342857
i	uz	potporu	0.085714
i	velik	broj	0.714286
i	veliki	broj	0.500000
i	veliki	dio	0.181818
i	veći	dio	0.437500
i	veći	broj	0.187500
i	više	od	0.380282
i	više	puta	0.084507
i	više	se	0.056338
i	više	nego	0.056338
i	više	je	0.042254
i	više	škole	0.042254
i	više	godina	0.042254
i	vjerojatno	je	0.461538
i	vode	u	0.363636
i	vojne	opreme	0.461538
i	vrat	su	0.600000
i	vratili	se	0.428571
i	vratio	se	0.750000
i	vraća	se	1.000000
i	vrlo	je	0.166667
i	vrlo	male	0.111111
i	vrlo	brzo	0.083333
i	za	vrijeme	0.070513
i	za	sve	0.038462
i	za	najbolju	0.032051
i	za	njega	0.025641
i	za	nju	0.025641
i	za	druge	0.025641
i	za	to	0.019231
i	za	liječenje	0.019231
i	za	mnoge	0.019231
i	za	koje	0.019231
i	zajedno	s	0.437500
i	zajedno	sa	0.250000
i	zamolio	ga	0.500000
i	zatim	se	0.208333
i	zato	što	0.266667
i	zato	je	0.233333
i	zato	će	0.100000
i	završava	sa	0.428571
i	završio	karijeru	0.272727
i	zbog	toga	0.543860
i	zbog	svoje	0.052632
i	zbog	činjenice	0.052632
i	zove	se	0.750000
i	često	se	0.289474
i	često	je	0.105263
i	često	su	0.078947
i	četiri	godine	0.166667
i	četvrti	u	0.333333
i	češće	se	1.000000
i	čini	ga	0.285714
i	činjenica	da	0.933333
i	članova	posade	0.600000
i	što	je	0.433333
i	želio	je	0.666667
i	želje	za	0.600000
i	živjeti	u	0.600000
idući	dan	u	0.750000
igra	minuta	uz	1.000000
igra	na	poziciji	0.433333
igra	na	mjestu	0.300000
igra	na	položaju	0.100000
igra	se	po	0.187500
igrao	je	na	0.355556
igrao	je	u	0.288889
igrao	je	za	0.111111
igrao	na	mjestu	0.428571
ih	bio	je	0.750000
ih	da	se	0.750000
ih	godina	stoljeća	0.121951
ih	godina	kada	0.097561
ih	godina	prošlog	0.073171
ih	godina	je	0.073171
ih	i	ih	0.433333
ih	ima	oko	0.272727
ih	je	bilo	0.083333
ih	je	u	0.062500
ih	je	oko	0.026042
ih	je	on	0.020833
ih	je	činilo	0.020833
ih	je	sve	0.020833
ih	je	i	0.020833
ih	je	uspio	0.015625
ih	je	na	0.015625
ih	je	da	0.015625
ih	kad	je	0.500000
ih	kada	su	0.666667
ih	kao	i	0.428571
ih	nije	moglo	0.333333
ih	se	može	0.127660
ih	se	iz	0.063830
imala	je	i	0.072289
imala	je	oko	0.060241
imala	je	za	0.036145
imala	je	dva	0.036145
imala	je	četiri	0.036145
imala	je	u	0.036145
imala	oko	godina	0.600000
imala	sve	do	1.000000
imala	za	cilj	1.000000
imati	i	više	0.250000
imati	na	umu	0.800000
ime	bilo	je	0.571429
ime	dobila	po	1.000000
ime	dolazi	od	0.833333
ime	grada	je	0.666667
ime	i	prezime	0.230769
ime	je	dobio	0.313725
ime	je	dobila	0.196078
ime	je	i	0.058824
ime	koje	je	0.500000
ime	mu	je	0.846154
ime	po	tome	0.200000
ime	po	njemu	0.160000
ime	po	njima	0.120000
ime	u	new	0.187500
ime	za	ovu	0.333333
ista	kao	i	0.375000
iste	godine	je	0.075630
iste	godine	u	0.067227
iste	godine	na	0.050420
iste	godine	su	0.042017
iste	godine	kada	0.033613
iste	godine	nakon	0.033613
iste	godine	i	0.025210
iste	godine	bila	0.025210
iste	je	godine	0.909091
iste	te	godine	1.000000
isto	je	što	0.272727
isto	kao	i	0.761905
isto	tako	i	0.101449
isto	tako	je	0.101449
isto	tako	može	0.057971
isto	tako	u	0.043478
isto	vrijedi	i	0.857143
isto	vrijeme	je	0.108696
isto	vrijeme	kad	0.086957
isto	vrijeme	i	0.086957
isto	što	i	1.000000
istog	dana	u	0.277778
istog	dana	kad	0.166667
iz	bih	i	0.600000
iz	bilo	kojeg	0.500000
iz	braka	s	0.571429
iz	cijelog	svijeta	0.857143
iz	crkve	sv	0.375000
iz	crne	gore	1.000000
iz	dana	u	1.000000
iz	druge	sezone	0.333333
iz	drugog	braka	0.375000
iz	glavnog	grada	1.000000
iz	godine	u	0.287234
iz	godine	ima	0.085106
iz	godine	na	0.074468
iz	godine	grad	0.063830
iz	godine	je	0.053191
iz	godine	i	0.031915
iz	godine	a	0.031915
iz	godine	bilo	0.031915
iz	grada	u	0.214286
iz	i	stoljeća	0.357143
iz	igre	je	0.214286
iz	ih	godina	0.300000
iz	istog	razloga	0.272727
iz	jedne	u	0.307692
iz	jedne	od	0.230769
iz	koje	se	0.411765
iz	koje	je	0.235294
iz	koje	su	0.147059
iz	kojeg	su	0.238095
iz	kojeg	je	0.190476
iz	kojeg	se	0.142857
iz	koji	je	1.000000
iz	kojih	se	0.291667
iz	kojih	su	0.166667
iz	kojih	je	0.125000
iz	kuće	i	0.384615
iz	new	yorka	0.545455
iz	new	york	0.454545
iz	njega	je	0.272727
iz	njega	se	0.272727
iz	novog	sada	1.000000
iz	obitelji	koja	0.600000
iz	prošlosti	i	0.375000
iz	prve	ruke	0.400000
iz	prvog	dijela	0.333333
iz	prvog	braka	0.285714
iz	prvog	pokušaja	0.142857
iz	razloga	što	0.900000
iz	sad	a	1.000000
iz	skupina	a	0.600000
iz	st	na	0.176471
iz	stoljeća	koji	0.212121
iz	svih	dijelova	0.500000
iz	tih	godina	0.235294
iz	tih	razloga	0.176471
iz	tog	vremena	0.323077
iz	tog	razloga	0.292308
iz	tog	doba	0.123077
iz	tog	filma	0.061538
iz	toga	je	0.192308
iz	toga	doba	0.115385
iz	toga	se	0.115385
iz	u	njemu	0.964912
iz	u	gradu	0.014620
iz	u	kojem	0.008772
iz	više	od	0.375000
iz	zatvora	i	0.166667
iz	zemlje	i	0.333333
iz	zraka	i	0.300000
iz	činjenice	da	1.000000
iznos	koji	je	0.750000
izraz	koji	se	0.750000
j	r	r	1.000000
jako	ovisi	o	1.000000
jasno	da	je	0.235294
jasno	je	da	0.733333
jasno	kako	će	0.600000
jedino	ako	je	0.428571
jedino	mjesto	gdje	0.750000
jedino	što	je	0.375000
jednako	kao	i	0.750000
jedne	do	druge	0.666667
jedne	i	druge	0.857143
jedne	ili	više	0.666667
jedne	od	najvećih	0.150000
jedne	sezone	u	0.428571
jedne	u	drugu	0.666667
jedni	od	drugih	0.500000
jedni	s	drugima	1.000000
jednog	dana	u	0.121212
jednog	do	drugog	0.444444
jednog	ili	više	0.400000
jednog	ili	dva	0.333333
jednog	od	najvećih	0.148148
jednog	od	svojih	0.111111
jezera	je	oko	0.375000
jezera	se	nalazi	1.000000
još	bio	u	0.444444
još	do	danas	1.000000
još	dok	je	0.600000
još	dva	puta	0.230769
još	dvoje	djece	1.000000
još	i	danas	0.433962
još	iz	godine	0.333333
još	je	uvijek	0.178571
još	je	bio	0.107143
još	je	jedan	0.107143
još	jedan	dio	0.056604
još	jednom	na	0.125000
još	jednu	godinu	0.222222
još	jednu	šansu	0.166667
još	kao	mladić	0.200000
još	kao	student	0.200000
još	kao	učenik	0.150000
još	kao	dječak	0.150000
još	mnogo	toga	0.500000
još	naziva	i	0.888889
još	neko	vrijeme	1.000000
još	nekoliko	filmova	0.210526
još	nije	bio	0.181818
još	nije	dovoljno	0.090909
još	nisu	bili	0.187500
još	od	godine	0.125000
još	od	stoljeća	0.125000
još	od	vremena	0.093750
još	samo	jedan	0.272727
još	se	uvijek	0.130435
još	su	uvijek	0.166667
još	su	dva	0.166667
još	u	vrijeme	0.147059
još	u	doba	0.088235
još	u	st	0.088235
još	uvijek	u	0.092025
još	uvijek	je	0.092025
još	uvijek	nije	0.073620
još	uvijek	traje	0.042945
još	uvijek	su	0.036810
još	uvijek	se	0.036810
još	uvijek	nisu	0.030675
još	uvijek	bio	0.030675
još	uvijek	ima	0.024540
još	uvijek	živi	0.024540
još	uvijek	postoje	0.024540
još	uvijek	bila	0.018405
još	uvijek	nalazi	0.018405
još	uvijek	na	0.018405
još	uvijek	postoji	0.018405
još	uvijek	može	0.018405
još	za	vrijeme	0.600000
još	za	života	0.300000
jug	je	bila	0.571429
jug	sjever	i	1.000000
k	u	k	0.666667
k	što	je	0.750000
kandidat	za	predsjednika	0.363636
kažemo	da	je	0.777778
klub	je	u	0.090909
klub	je	bio	0.064935
klub	je	osvojio	0.064935
klub	je	dobio	0.051948
klub	je	ponovo	0.038961
klub	je	godine	0.038961
klub	je	promijenio	0.038961
klub	je	imao	0.038961
klub	je	odmah	0.038961
klub	je	od	0.038961
klub	koji	je	0.500000
klub	nije	ispao	0.428571
klub	nosi	ime	0.800000
klub	se	trenutno	0.125000
klub	se	u	0.125000
klub	se	od	0.093750
klub	se	trenutačno	0.093750
kluba	bili	su	1.000000
kluba	bio	je	1.000000
kojima	bi	se	0.625000
kojima	je	bio	0.094340
kojima	je	i	0.066038
kojima	je	bila	0.066038
kojima	je	to	0.056604
kojima	je	bilo	0.056604
kojima	je	radio	0.037736
kojima	je	on	0.028302
kojima	se	može	0.072165
kojima	se	nalaze	0.051546
kojima	se	mogu	0.041237
kojima	se	nalazi	0.030928
kojima	se	pojavljuje	0.030928
kojima	su	se	0.367647
kojima	su	i	0.088235
kojima	su	bili	0.073529
kojima	će	se	0.666667
kola	prije	kraja	1.000000
koncert	za	klavir	0.750000
korak	po	korak	1.000000
koristiti	i	za	0.500000
kralj	i	kraljica	0.500000
kralj	je	bio	0.142857
kralj	je	i	0.107143
krenuo	je	u	0.500000
kut	pod	kojim	1.000000
li	bi	se	0.600000
li	se	na	0.081081
li	to	da	0.333333
lika	koji	je	1.000000
ljubav	svog	života	1.000000
ljudi	i	životinja	0.214286
ljudi	kao	i	0.666667
ljudi	koji	su	0.555556
ljudi	koji	se	0.092593
ljudi	koji	žive	0.074074
ljudi	od	kojih	0.454545
ljudi	s	kojima	0.600000
ljudi	su	se	0.166667
ljudi	u	crnom	0.157895
metara	dok	je	0.666667
metara	i	ima	0.660000
metara	u	sekundi	0.428571
metara	što	je	0.750000
međutim	bio	je	0.750000
međutim	iako	su	0.428571
međutim	kada	se	0.500000
međutim	kako	je	0.545455
međutim	nakon	što	0.444444
međutim	nije	bio	0.200000
međutim	on	je	0.666667
međutim	oni	su	1.000000
međutim	to	je	0.250000
međutim	to	nije	0.187500
međutim	to	se	0.187500
mijenjaju	ime	u	1.000000
milijun	i	pol	0.800000
minute	prije	kraja	1.000000
mislio	da	je	0.416667
mislio	je	da	0.800000
mislio	kako	je	0.500000
mjeri	u	kojoj	0.800000
mjeseci	kasnije	u	0.333333
mnogim	mjestima	u	0.375000
mnogo	godina	kasnije	0.416667
mnogo	je	manje	0.120000
mnogo	je	učinio	0.120000
mnogo	veći	od	0.375000
mnogo	više	nego	0.176471
mnogo	više	od	0.176471
model	bio	je	1.000000
model	je	bio	0.333333
model	koji	se	0.444444
most	je	bio	0.300000
motor	je	bio	0.428571
motor	je	u	0.428571
mu	da	je	0.181818
mu	da	se	0.136364
mu	ga	je	0.428571
mu	govori	da	0.500000
mu	govori	kako	0.400000
mu	je	bio	0.086059
mu	je	bila	0.051635
mu	je	bilo	0.048193
mu	je	u	0.036145
mu	je	otac	0.022375
mu	je	i	0.022375
mu	je	dao	0.020654
mu	je	rodila	0.018933
mu	je	na	0.015491
mu	je	majka	0.013769
mu	je	sin	0.008606
mu	je	km	0.008606
mu	je	za	0.008606
mu	je	ime	0.008606
mu	je	tijelo	0.008606
mu	je	umrla	0.008606
mu	je	dala	0.008606
mu	je	umro	0.008606
mu	je	samo	0.006885
mu	je	to	0.006885
mu	je	oko	0.006885
mu	je	cilj	0.006885
mu	je	tijekom	0.006885
mu	je	da	0.006885
mu	je	uvijek	0.006885
mu	je	ponudio	0.005164
mu	je	dana	0.005164
mu	je	do	0.005164
mu	je	knjiga	0.005164
mu	je	mjesto	0.005164
mu	kaže	da	0.416667
mu	kaže	kako	0.416667
mu	nije	uspjelo	0.214286
mu	se	svidjela	0.031496
mu	se	pridruži	0.031496
mu	se	dogodilo	0.023622
mu	se	sviđa	0.023622
mu	se	ne	0.023622
mu	se	vraća	0.023622
muškarca	i	žene	0.500000
muškarce	i	žene	0.833333
na	a	strani	0.333333
na	all	star	1.000000
na	b	strani	0.750000
na	bilo	koji	0.277778
na	bilo	kojem	0.222222
na	bilo	koju	0.222222
na	c	a	0.500000
na	cijeli	grad	0.666667
na	dan	sv	0.142857
na	desno	oko	0.333333
na	dnu	mora	0.176471
na	do	tada	0.375000
na	drugačiji	način	1.000000
na	druge	načine	0.428571
na	drugi	način	0.545455
na	drugo	mjesto	0.500000
na	drugoj	strani	0.640000
na	drugoj	godini	0.120000
na	drugom	mjestu	0.344828
na	drugom	katu	0.172414
na	drugom	kraju	0.103448
na	drugu	lokaciju	0.176471
na	duge	staze	1.000000
na	duže	vrijeme	1.000000
na	dužnost	zapovjednika	0.375000
na	dva	dijela	0.418182
na	dva	načina	0.109091
na	dvije	utakmice	0.125000
na	dvije	godine	0.093750
na	engleskom	jeziku	0.657143
na	engleskom	i	0.085714
na	filmu	bila	0.214286
na	godina	zatvora	0.533333
na	godinu	dana	0.600000
na	gotovo	svim	0.500000
na	granici	između	0.437500
na	i	metara	0.200000
na	ideju	da	0.666667
na	isti	način	0.708333
na	istoj	strani	0.800000
na	istok	i	0.272727
na	istoku	i	0.208333
na	istoku	je	0.125000
na	istom	mjestu	0.451613
na	istom	fakultetu	0.225806
na	istom	području	0.096774
na	jedan	dio	0.181818
na	jedno	od	0.600000
na	jednoj	strani	0.346154
na	jednoj	od	0.307692
na	jednoj	i	0.115385
na	jednom	mjestu	0.263158
na	jednom	od	0.157895
na	jednom	kraju	0.131579
na	jednom	dijelu	0.105263
na	jednom	ili	0.078947
na	jednu	stranu	0.375000
na	još	jednu	0.333333
na	jugu	i	0.170213
na	jugu	te	0.085106
na	jugu	francuske	0.085106
na	jugu	je	0.063830
na	južnoj	strani	0.619048
na	južnoj	obali	0.238095
na	km	h	0.214286
na	km	i	0.214286
na	koje	se	0.333333
na	koje	je	0.238095
na	koje	su	0.238095
na	kojem	je	0.367089
na	kojem	su	0.202532
na	kojem	se	0.202532
na	kojem	će	0.082278
na	kojem	bi	0.018987
na	kojem	piše	0.018987
na	kojemu	se	0.321429
na	kojemu	je	0.285714
na	kojemu	su	0.250000
na	koji	je	0.216216
na	koji	način	0.202703
na	koji	se	0.202703
na	koji	su	0.094595
na	koji	to	0.040541
na	koji	on	0.040541
na	kojima	je	0.376471
na	kojima	se	0.258824
na	kojima	su	0.176471
na	kojima	će	0.047059
na	kojoj	je	0.390476
na	kojoj	se	0.323810
na	kojoj	su	0.104762
na	kojoj	će	0.057143
na	koju	je	0.400000
na	koju	se	0.280000
na	koju	su	0.120000
na	kome	se	0.375000
na	kraju	je	0.137931
na	kraju	sezone	0.075862
na	kraju	se	0.051724
na	kraju	su	0.051724
na	kraju	ipak	0.031034
na	kraju	filma	0.024138
na	kraju	i	0.020690
na	kraju	knjige	0.017241
na	kraju	rata	0.013793
na	kraju	bio	0.013793
na	kraju	ga	0.013793
na	kraju	godine	0.010345
na	kraju	u	0.010345
na	kraju	nije	0.010345
na	kraju	te	0.010345
na	kraju	prve	0.010345
na	kraju	ih	0.010345
na	kraju	igre	0.010345
na	licu	mjesta	0.615385
na	liječenje	u	1.000000
na	listi	najboljih	0.250000
na	m	n	0.230769
na	manje	od	0.375000
na	milijuna	godina	0.636364
na	mjestima	gdje	0.538462
na	mjesto	gdje	0.160000
na	mjesto	predsjednika	0.140000
na	mjesto	s	0.060000
na	mjesto	na	0.060000
na	mjesto	u	0.060000
na	mjesto	i	0.060000
na	mjestu	gdje	0.161290
na	mjestu	na	0.064516
na	mjestu	u	0.053763
na	mjestu	koje	0.043011
na	mjestu	starije	0.043011
na	mjestu	stare	0.043011
na	mjestu	sa	0.032258
na	mjestu	a	0.032258
na	mjestu	s	0.032258
na	mnogim	mjestima	0.800000
na	mnogo	načina	0.428571
na	mogućnost	da	1.000000
na	moru	i	0.136364
na	najbolji	način	0.600000
na	način	da	0.673913
na	način	na	0.152174
na	neki	način	0.750000
na	neki	drugi	0.178571
na	nekim	mjestima	0.888889
na	neko	vrijeme	0.700000
na	nekoj	od	0.750000
na	nekoliko	načina	0.129032
na	nekoliko	dijelova	0.096774
na	nekoliko	mjeseci	0.096774
na	nekoliko	dana	0.096774
na	njega	i	0.219512
na	njega	se	0.146341
na	njega	ali	0.073171
na	njegovo	mjesto	0.850000
na	njemu	se	0.327586
na	njemu	je	0.155172
na	njemu	su	0.155172
na	njenom	mjestu	0.500000
na	njihovom	području	0.333333
na	njima	se	0.235294
na	njoj	se	0.281250
na	njoj	su	0.187500
na	njoj	je	0.125000
na	nju	i	0.250000
na	nju	se	0.150000
na	oba	kraja	0.636364
na	obje	strane	0.722222
na	oko	metara	0.137931
na	one	s	0.272727
na	one	koji	0.272727
na	onim	mjestima	0.625000
na	ono	što	0.857143
na	otoku	je	0.115385
na	otoku	se	0.096154
na	otoku	su	0.057692
na	otoku	i	0.057692
na	otoku	postoji	0.057692
na	otvorenom	moru	0.238095
na	ovaj	način	0.700000
na	ovaj	ili	0.100000
na	ovo	područje	0.666667
na	ovoj	slici	1.000000
na	ovom	području	0.372093
na	ovom	su	0.093023
na	ovom	otoku	0.069767
na	ovom	je	0.069767
na	ovom	mjestu	0.069767
na	pet	godina	0.636364
na	području	grada	0.175676
na	području	bivše	0.094595
na	području	cijele	0.067568
na	području	ove	0.040541
na	području	koje	0.040541
na	pola	puta	0.600000
na	pomisao	da	1.000000
na	popisu	godine	0.230769
na	poseban	način	0.875000
na	povratak	u	1.000000
na	povratku	kući	0.272727
na	povratku	u	0.272727
na	površini	od	0.238095
na	površini	zemlje	0.071429
na	površini	vode	0.071429
na	početku	igre	0.075758
na	početku	sezone	0.075758
na	početku	stoljeća	0.075758
na	početku	serije	0.060606
na	početku	su	0.045455
na	pravi	način	0.600000
na	primjer	u	0.109756
na	primjer	ako	0.073171
na	primjer	kod	0.048780
na	proljeće	godine	0.428571
na	promjene	u	1.000000
na	prva	tri	0.600000
na	prvi	pogled	0.538462
na	prvo	mjesto	0.866667
na	prvom	mjestu	0.596154
na	prvom	katu	0.173077
na	prvom	je	0.076923
na	putu	do	0.196721
na	putu	prema	0.098361
na	putu	za	0.098361
na	putu	u	0.098361
na	putu	od	0.065574
na	putu	da	0.049180
na	rad	u	0.642857
na	radiju	i	0.333333
na	razini	mora	0.190476
na	razini	cijele	0.190476
na	različite	načine	0.700000
na	različitim	mjestima	1.000000
na	razne	načine	0.571429
na	samom	početku	0.447368
na	samom	kraju	0.184211
na	samom	vrhu	0.157895
na	sjever	do	0.214286
na	sjeveru	i	0.311111
na	sjeveru	zemlje	0.066667
na	sjeveru	je	0.066667
na	slici	desno	0.200000
na	slici	je	0.200000
na	sličan	način	1.000000
na	sljedeći	način	1.000000
na	službu	u	0.875000
na	smrt	i	0.250000
na	sva	četiri	0.666667
na	svaki	način	1.000000
na	svakoj	strani	0.300000
na	sve	moguće	0.166667
na	sve	četiri	0.133333
na	sve	strane	0.100000
na	svega	nekoliko	0.500000
na	svijetu	u	0.088889
na	svijetu	s	0.088889
na	svijetu	i	0.088889
na	svijetu	je	0.066667
na	svoj	način	0.428571
na	svoju	stranu	0.285714
na	svom	putu	0.388889
na	svom	prvom	0.222222
na	svu	sreću	1.000000
na	taj	način	0.743590
na	taj	se	0.056410
na	taj	je	0.041026
na	taj	dan	0.030769
na	taj	su	0.020513
na	takav	način	0.666667
na	te	je	0.416667
na	televiziji	i	0.214286
na	temelju	toga	0.071429
na	temelju	kojih	0.071429
na	tim	je	0.500000
na	tlu	i	0.150000
na	to	da	0.488189
na	to	je	0.070866
na	to	što	0.062992
na	to	kako	0.031496
na	to	mjesto	0.023622
na	to	su	0.023622
na	toj	je	0.240000
na	toj	poziciji	0.200000
na	toj	dužnosti	0.160000
na	tom	području	0.319588
na	tom	mjestu	0.298969
na	tom	je	0.082474
na	tom	se	0.041237
na	tom	putu	0.030928
na	tom	jeziku	0.030928
na	tom	polju	0.030928
na	tom	dijelu	0.030928
na	tome	da	0.413793
na	tome	području	0.206897
na	treće	mjesto	0.833333
na	tri	dijela	0.150000
na	tri	različite	0.075000
na	tri	načina	0.075000
na	tri	godine	0.075000
na	tri	pobjede	0.075000
na	tržištu	se	0.160000
na	tu	temu	0.300000
na	tv	u	0.500000
na	u	njoj	0.428571
na	udaljenost	od	1.000000
na	udaljenosti	od	0.750000
na	velike	udaljenosti	0.800000
na	veliki	broj	0.500000
na	večeru	u	0.600000
na	vijest	o	1.000000
na	više	od	0.391304
na	više	mjesta	0.159420
na	više	načina	0.144928
na	više	jezika	0.057971
na	više	razina	0.043478
na	vlast	u	0.185185
na	vrhu	je	0.119048
na	vrhu	planine	0.095238
na	vrijeme	da	0.166667
na	vrijeme	od	0.166667
na	web	stranici	1.000000
na	zaključak	da	1.000000
na	zapad	i	0.411765
na	zapadu	i	0.230769
na	zapadu	je	0.153846
na	zapadu	do	0.076923
na	zapadu	otoka	0.076923
na	zapadu	su	0.076923
na	zemlji	i	0.076923
na	zemlji	a	0.076923
na	zemlju	i	0.250000
na	zemlju	u	0.250000
na	čelu	s	0.405797
na	čelu	sa	0.101449
na	čelu	je	0.057971
na	čelu	države	0.043478
na	čelu	bio	0.043478
na	četiri	noge	0.208333
na	četiri	dijela	0.125000
na	četiri	godine	0.125000
na	šest	mjeseci	0.333333
na	što	je	0.204545
na	što	se	0.181818
na	što	su	0.159091
na	što	ona	0.113636
na	što	ga	0.068182
na	što	mu	0.068182
nad	velikim	dijelom	1.000000
nadi	da	će	0.777778
najveći	grad	u	0.333333
najveći	otok	je	0.600000
najveći	uspjeh	kluba	0.250000
najveći	utjecaj	na	0.666667
najvećih	u	svijetu	0.600000
nalazi	i	na	0.136364
nalazi	na	obali	0.069767
nalazi	se	na	0.384778
nalazi	se	u	0.200846
nalazi	se	i	0.052854
nalazi	se	pod	0.038055
nalazi	se	oko	0.027484
nalazi	se	uz	0.021142
nalazi	se	nekoliko	0.012685
nalazi	se	km	0.010571
nalazi	se	pet	0.008457
nalazi	se	unutar	0.008457
nalazi	se	još	0.008457
nalazi	se	između	0.008457
nalazi	se	kilometara	0.008457
nalazi	se	iznad	0.006342
nalazi	se	ispod	0.006342
nalazi	se	blizu	0.006342
nalazi	se	južno	0.006342
nalazi	se	sjeverno	0.006342
nalazi	u	blizini	0.078431
nalazi	više	od	0.750000
namjera	je	bila	0.625000
naredio	da	se	0.562500
naredio	je	da	0.750000
naziva	još	i	0.800000
naziva	se	i	0.307692
nazvali	su	ga	0.600000
nazvao	ga	je	0.857143
način	da	se	0.425532
način	da	je	0.085106
način	kao	i	0.625000
način	kojim	se	1.000000
način	na	koji	0.903226
neke	od	njih	0.380952
neke	od	ovih	0.095238
neke	od	njegovih	0.071429
neke	od	svojih	0.071429
neke	vrste	su	0.176471
nije	bila	u	0.076923
nije	bila	toliko	0.057692
nije	bila	zadovoljna	0.057692
nije	bilo	dovoljno	0.088000
nije	bilo	moguće	0.048000
nije	bilo	dopušteno	0.040000
nije	bilo	ništa	0.032000
nije	bilo	jasno	0.032000
nije	bilo	potrebno	0.032000
nije	bilo	ni	0.024000
nije	bilo	nikakvih	0.024000
nije	bilo	teško	0.024000
nije	bilo	u	0.024000
nije	bio	u	0.128378
nije	bio	zadovoljan	0.054054
nije	bio	na	0.047297
nije	bio	ni	0.040541
nije	bio	poznat	0.033784
nije	bio	sposoban	0.033784
nije	bio	samo	0.027027
nije	bio	siguran	0.020270
nije	bio	dovoljno	0.020270
nije	bio	potpuno	0.020270
nije	bio	posve	0.020270
nije	do	kraja	0.600000
nije	dobio	novo	0.285714
nije	došao	na	0.333333
nije	došlo	do	0.636364
nije	htio	da	0.171429
nije	htio	dati	0.085714
nije	imao	djece	0.070175
nije	imao	dovoljno	0.070175
nije	imao	nikakve	0.052632
nije	izgubio	svoje	0.571429
nije	jedan	od	1.000000
nije	mogao	imati	0.044118
nije	mogao	svirati	0.044118
nije	mogao	naći	0.044118
nije	mogao	biti	0.044118
nije	ništa	drugo	0.444444
nije	pojavio	na	0.375000
nije	poznat	ali	0.307692
nije	poznato	kada	0.258065
nije	poznato	da	0.096774
nije	riječ	o	1.000000
nije	se	mogao	0.108108
nije	u	potpunosti	0.372093
nije	u	stanju	0.209302
nije	u	mogućnosti	0.093023
nije	u	redu	0.069767
nije	uspio	osvojiti	0.071429
nije	uspio	postići	0.053571
nije	uspio	održati	0.053571
nije	uspio	u	0.053571
nije	uspio	spasiti	0.053571
nije	ušao	u	0.857143
nije	ušla	u	0.750000
nije	više	bilo	0.166667
nije	vjerovao	u	0.500000
nije	znao	da	0.200000
nije	čudno	što	0.600000
nije	želio	da	0.285714
nijemci	su	u	0.120000
nijemci	su	se	0.120000
nisu	bile	u	0.266667
nisu	bili	u	0.255814
nisu	imali	djece	0.133333
nisu	imali	dovoljno	0.100000
nisu	u	potpunosti	0.421053
nisu	u	mogućnosti	0.210526
nisu	uspjeli	jer	0.130435
nisu	ušli	u	1.000000
nisu	više	mogli	0.333333
niti	jedan	od	0.130435
niti	jedan	slučaj	0.130435
niti	jedna	od	0.454545
ništa	ne	može	0.315789
ništa	nije	dogodilo	0.750000
ništa	o	tome	0.272727
ništa	o	svojem	0.272727
njegovi	roditelji	su	0.461538
njegovi	su	roditelji	0.307692
njegovi	su	se	0.230769
njegovo	djelo	je	0.272727
njegovo	glavno	djelo	1.000000
njegovo	ime	u	0.125000
njegovo	je	ime	0.230769
njegovo	mjesto	dolazi	0.230769
njegovo	mjesto	u	0.230769
njegovo	pravo	ime	1.000000
njegovo	tijelo	je	0.272727
njemačke	snage	su	0.333333
njihovo	glavno	selo	1.000000
njime	su	se	0.750000
