آ	اس	رم	1.000000
از	طریق	افزایش	0.007772
از	طریق	شرکت	0.007772
از	طریق	پخش	0.007772
از	طریق	دستگاه	0.007772
از	طریق	انتخابات	0.007772
از	طریق	ایجاد	0.007772
از	طریق	سیستم	0.007772
از	طریق	دو	0.007772
از	طریق	گفتگو	0.007772
از	طریق	راه	0.007772
از	طریق	خط	0.007772
از	طریق	ستاد	0.007772
از	ظهر	امروز	0.295455
از	ظهر	جمعه	0.090909
از	ظهر	چهارشنبه	0.056818
از	ظهر	در	0.056818
از	ظهر	شنبه	0.056818
از	ظهر	دوشنبه	0.056818
از	ظهر	روز	0.056818
از	ظهر	و	0.045455
از	ظهر	سه	0.034091
از	ظهر	پنجشنبه	0.034091
از	عبور	از	0.363636
از	عدالت	و	0.666667
از	عدم	حضور	0.136364
از	عشق	و	0.500000
از	عشق	به	0.250000
از	عصر	امروز	0.375000
از	عصر	فردا	0.375000
از	عفو	و	0.600000
از	علاقه	خود	0.333333
از	عمر	دولت	0.363636
از	عمر	خود	0.363636
از	عملیات	طوفان	0.357143
از	عملیات	نظامی	0.107143
از	عنوان	کتاب	0.500000
از	غذا	خوردن	0.272727
از	غرب	به	0.352941
از	غرب	کشور	0.176471
از	فرا	رسیدن	1.000000
از	فردا	تا	0.117647
از	فردا	چهارشنبه	0.117647
از	فردا	به	0.088235
از	فردا	آغاز	0.088235
از	فرزند	خود	0.750000
از	فروش	و	0.128205
از	فروش	نفت	0.102564
از	فصل	دوم	0.160000
از	فصل	سوم	0.120000
از	فضا	به	0.500000
از	فعال	شدن	0.600000
از	فیلم	نت	0.230769
از	فیلم	های	0.192308
از	قاشق	و	1.000000
از	قبل	از	0.121622
از	قبل	در	0.067568
از	قبل	به	0.054054
از	قدیمی	ترین	0.750000
از	قرار	دادن	0.357143
از	قرار	معلوم	0.285714
از	قرار	گرفتن	0.214286
از	قطع	روابط	0.285714
از	قطع	برق	0.214286
از	قطعات	اصلی	0.250000
از	قیمت	بازار	0.148148
از	لحاظ	مالی	0.100000
از	لحاظ	طراحی	0.075000
از	لخته	شدن	1.000000
از	لطف	نیست	0.625000
از	ما	حمایت	0.081081
از	ما	به	0.054054
از	ما	که	0.040541
از	ما	در	0.040541
از	ماسک	استفاده	0.384615
از	ماسک	و	0.230769
از	ماه	مبارک	0.192308
از	ماه	از	0.076923
از	ماه	آینده	0.057692
از	ماه	به	0.057692
از	مبارزه	با	0.500000
از	متر	طول	0.250000
از	محبوب	ترین	0.800000
از	محصولات	را	0.176471
از	محل	منابع	0.158537
از	محل	این	0.036585
از	محل	کار	0.036585
از	محل	درآمد	0.036585
از	محل	فروش	0.036585
از	محمد	بن	0.750000
از	مدار	خارج	0.583333
از	مدت	ها	0.500000
از	مدتی	دوباره	0.114286
از	مدتی	قبل	0.114286
از	مدتی	به	0.114286
از	مدتی	که	0.085714
از	مدرسه	و	0.500000
از	مردم	در	0.083969
از	مردم	و	0.068702
از	مردم	به	0.053435
از	مردم	این	0.053435
از	مردم	خواست	0.045802
از	مردم	از	0.038168
از	مردم	برای	0.038168
از	مردم	درخواست	0.030534
از	مردم	خواسته	0.030534
از	مردم	می	0.022901
از	مردم	با	0.022901
از	مردم	را	0.022901
از	مردم	عذرخواهی	0.022901
از	مردم	که	0.022901
از	مرز	هزار	0.214286
از	مرکز	اطلاع	0.317073
از	مرکز	رسانه	0.073171
از	مرگ	به	0.086957
از	مرگ	او	0.086957
از	مرگ	نجات	0.065217
از	مرگ	و	0.065217
از	مسئولیت	خود	0.428571
از	مسائل	مهم	0.250000
از	مسائل	از	0.093750
از	مسائل	را	0.093750
از	مسابقات	جام	0.150000
از	مشخص	شدن	1.000000
از	مشکلات	ما	0.058824
از	مشکلات	مردم	0.058824
از	مشکلات	و	0.058824
از	مشکلات	این	0.044118
از	مشکلات	دیگر	0.044118
از	مصر	را	0.176471
از	مصرف	آنها	0.142857
از	مصرف	این	0.107143
از	مصرف	بیش	0.107143
از	معروف	ترین	0.750000
از	مغز	که	0.250000
از	مقام	خود	0.363636
از	مقامات	ارشد	0.172414
از	مقامات	سیاسی	0.172414
از	مقامات	نظامی	0.103448
از	مقامات	دولت	0.103448
از	ملت	و	0.750000
از	من	خواست	0.101449
از	من	و	0.057971
از	من	بزرگتر	0.043478
از	من	شکایت	0.043478
از	من	سوال	0.043478
از	من	در	0.043478
از	منابع	آگاه	0.068966
از	منابع	آب	0.068966
از	منابع	و	0.057471
از	منابع	طبیعی	0.057471
از	منابع	مطلع	0.057471
از	منابع	قابل	0.034483
از	منابع	رسمی	0.034483
از	منابع	ملی	0.034483
از	منابع	محلی	0.034483
از	مناطق	مختلف	0.151515
از	منافع	ملی	0.300000
از	مهر	در	0.166667
از	مهر	به	0.125000
از	مهر	ماه	0.125000
از	مهم	ترین	1.000000
از	مواد	غذایی	0.358974
از	مواد	اولیه	0.102564
از	مواد	را	0.102564
از	موارد	این	0.115385
از	موارد	مهم	0.115385
از	میان	آنها	0.169231
از	میان	این	0.123077
از	میان	آن	0.046154
از	میان	برداشتن	0.046154
از	میلیون	دلار	0.280000
از	میلیون	نفر	0.200000
از	میلیون	و	0.173333
از	میلیون	تن	0.053333
از	نان	شب	0.500000
از	ناوگان	حمل	0.600000
از	ناپدید	شدن	0.750000
از	نزدیک	در	0.098039
از	نزدیک	شاهد	0.078431
از	نزدیک	به	0.078431
از	نزدیک	بررسی	0.058824
از	نزدیک	دنبال	0.058824
از	نزدیک	تماشا	0.058824
از	نزدیک	با	0.058824
از	نسل	کشی	0.250000
از	نشانه	های	0.750000
از	نظام	مقدس	0.230769
از	نظام	جمهوری	0.230769
از	نظام	و	0.230769
از	نظر	مالی	0.069767
از	نظر	من	0.063953
از	نظر	تعداد	0.046512
از	نظر	سیاسی	0.034884
از	نظر	شما	0.034884
از	نظر	ارزش	0.034884
از	نظر	آنها	0.029070
از	نظر	قانونی	0.023256
از	نظر	نظامی	0.017442
از	نظر	کمی	0.017442
از	نظر	منابع	0.017442
از	نفر	از	0.269841
از	نفر	دیگر	0.079365
از	نفر	را	0.047619
از	نفر	در	0.047619
از	نقاط	مختلف	0.272727
از	نمایش	فیلم	0.266667
از	نو	شروع	0.500000
از	نوبت	رسیدگی	0.600000
از	نور	خورشید	0.250000
از	نور	و	0.187500
از	نوع	شیشه	0.093750
از	نیروهای	ذخیره	0.116279
از	نیروهای	پلیس	0.093023
از	نیروهای	ویژه	0.069767
از	نیروهای	خود	0.069767
از	نیروهای	مسلح	0.069767
از	نیروی	انسانی	0.200000
از	نیروی	دریایی	0.150000
از	نیروی	هوایی	0.150000
از	نیم	میلیون	0.428571
از	نیمه	دوم	0.888889
از	هدایت	این	0.666667
از	هدف	قرار	0.461538
از	هر	چیز	0.098361
از	هر	زمان	0.081967
از	هر	دو	0.076503
از	هر	نوع	0.049180
از	هر	چیزی	0.043716
از	هر	کسی	0.032787
از	هر	گونه	0.032787
از	هر	طرف	0.027322
از	هر	زمانی	0.021858
از	هر	راهی	0.021858
از	هر	بار	0.016393
از	هر	تیم	0.016393
از	هر	سو	0.016393
از	هر	نقطه	0.016393
از	هر	هزار	0.016393
از	هرگونه	اقدام	0.200000
از	هرگونه	آسیب	0.150000
از	هزار	نفر	0.290323
از	هزار	و	0.179724
از	هزار	تن	0.082949
از	هزار	دلار	0.032258
از	هزار	واحد	0.027650
از	هزار	سال	0.023041
از	هزار	متر	0.018433
از	هزار	کیلومتر	0.013825
از	هزار	کودک	0.013825
از	هزار	بشکه	0.013825
از	هزار	شرکت	0.013825
از	هزار	مورد	0.013825
از	هزینه	های	0.250000
از	هشت	سال	0.210526
از	هشت	ماه	0.157895
از	هشت	صبح	0.157895
از	هفت	سال	0.333333
از	هفتاد	سال	0.600000
از	هفتم	اکتبر	1.000000
از	هفته	آینده	0.181818
از	هفته	پنجم	0.090909
از	هفته	گذشته	0.090909
از	هفته	بیست	0.068182
از	هفته	دولت	0.068182
از	هفته	به	0.068182
از	هم	جدا	0.295455
از	هم	اکنون	0.181818
از	همان	ابتدا	0.306667
از	همان	زمان	0.106667
از	همان	دوران	0.080000
از	همان	سال	0.066667
از	همان	روز	0.066667
از	همان	اول	0.040000
از	همان	آغاز	0.040000
از	همه	مهمتر	0.130769
از	همه	چیز	0.061538
از	همه	کسانی	0.053846
از	همه	این	0.046154
از	همه	در	0.038462
از	همه	بدتر	0.030769
از	همه	مردم	0.030769
از	همه	جا	0.030769
از	همه	اینکه	0.030769
از	همه	مهم	0.023077
از	همه	آنها	0.023077
از	همه	اینها	0.023077
از	همکاری	با	0.230769
از	همیشه	است	0.200000
از	همیشه	به	0.150000
از	همیشه	در	0.150000
از	همین	رو	0.287500
از	همین	حالا	0.100000
از	همین	روی	0.062500
از	همین	امروز	0.050000
از	همین	جنس	0.037500
از	همین	الان	0.037500
از	هند	را	0.500000
از	هک	شدن	1.000000
از	هیچ	یک	0.166667
از	واقعیت	است	0.318182
از	وب	سایت	0.600000
از	وجود	یک	0.200000
از	وجود	این	0.150000
از	ورود	به	0.481481
از	ورود	آنها	0.055556
از	وزارت	خارجه	0.157895
از	وزارت	کشور	0.105263
از	وزارت	فرهنگ	0.105263
از	وزارت	امور	0.105263
از	وزارت	راه	0.105263
از	وزارت	دفاع	0.078947
از	وزیر	ارتباطات	0.230769
از	وزیر	خارجه	0.230769
از	وضع	موجود	0.666667
از	وضعیت	موجود	0.200000
از	وقتی	که	0.466667
از	وقوع	این	0.210526
از	وقوع	جرم	0.157895
از	وقوع	یک	0.105263
از	وقوع	انفجار	0.078947
از	وی	به	0.120000
از	پارک	ملی	0.600000
از	پایان	جنگ	0.097087
از	پایان	سال	0.097087
از	پایان	این	0.087379
از	پایان	بازی	0.077670
از	پایان	نیمه	0.029126
از	پایان	ماه	0.029126
از	پایان	دوره	0.029126
از	پایان	مراسم	0.029126
از	پایان	مسابقه	0.029126
از	پایان	مرحله	0.029126
از	پایان	سفر	0.029126
از	پایگاه	خبری	0.424242
از	پایگاه	اطلاع	0.212121
از	پایین	ترین	1.000000
از	پدر	و	0.500000
از	پس	آن	0.150000
از	پشت	محوطه	0.304348
از	پشت	سر	0.217391
از	پشت	به	0.130435
از	پنج	سال	0.172414
از	پنج	هزار	0.172414
از	پنج	میلیون	0.103448
از	پوست	و	0.187500
از	پیاده	روی	0.666667
از	پیدا	شدن	0.666667
از	پیروزی	انقلاب	0.512821
از	پیروزی	یک	0.076923
از	پیروزی	در	0.076923
از	پیروزی	بر	0.076923
از	پیش	رو	0.231579
از	پیش	تعیین	0.115789
از	پیش	به	0.052632
از	پیش	بینی	0.042105
از	پیش	در	0.042105
از	پیش	افزایش	0.031579
از	پیش	این	0.031579
از	چند	روز	0.178947
از	چند	سال	0.157895
از	چند	ماه	0.052632
از	چند	هفته	0.052632
از	چند	دقیقه	0.052632
از	چند	ساعت	0.052632
از	چند	نفر	0.031579
از	چندین	سال	0.388889
از	چه	زمانی	0.192308
از	چه	قرار	0.115385
از	چه	چیزی	0.115385
از	چهار	هزار	0.166667
از	چهار	میلیون	0.142857
از	چهار	سال	0.095238
از	چهارشنبه	تا	0.375000
از	چهل	درصد	0.571429
از	چیزهایی	که	0.571429
از	چیزی	که	0.461538
از	چیزی	است	0.230769
از	چین	به	0.137931
از	چین	وارد	0.103448
از	چین	است	0.103448
از	چین	با	0.103448
از	کاخ	سفید	0.800000
از	کار	افتاده	0.129032
از	کار	در	0.112903
از	کار	افتادن	0.080645
از	کار	با	0.048387
از	کار	و	0.048387
از	کارت	سوخت	0.571429
از	کارها	را	0.375000
از	کانال	هزار	0.600000
از	کاهش	وزن	0.285714
از	کاهش	قیمت	0.238095
از	کتاب	خود	0.160000
از	کجا	آمده	0.162791
از	کجا	می	0.069767
از	کجا	پیدا	0.069767
از	کجا	شروع	0.069767
از	کره	جنوبی	0.750000
از	کسانی	که	0.800000
از	کسب	مدال	0.434783
از	کسب	و	0.217391
از	کش	و	1.000000
از	کشته	شدن	0.764706
از	کشف	یک	0.162162
از	کشف	و	0.108108
از	کشف	هزار	0.108108
از	کشف	این	0.081081
از	کشف	بیش	0.081081
از	کشور	خارج	0.072848
از	کشور	و	0.066225
از	کشور	در	0.059603
از	کشور	را	0.039735
از	کشور	به	0.033113
از	کشور	با	0.033113
از	کشور	جهان	0.026490
از	کشور	صادر	0.019868
از	کشور	ما	0.019868
از	کشور	عراق	0.019868
از	کشور	برای	0.019868
از	کشور	دنیا	0.019868
از	کلاس	ششم	0.600000
از	کمبود	منابع	0.300000
از	کمک	های	0.375000
از	کنار	دروازه	0.281250
از	کنار	آن	0.125000
از	کنار	گذاشته	0.093750
از	کنترل	خارج	0.333333
از	کودک	و	0.500000
از	کودکان	در	0.103448
از	کودکان	ممکن	0.103448
از	کی	روش	0.500000
از	کیلومتر	مرز	0.190476
از	کیلومتر	است	0.142857
از	گذشت	بیش	0.192308
از	گذشت	چند	0.153846
از	گذشت	سال	0.153846
از	گذشت	دو	0.057692
از	گذشت	حدود	0.057692
از	گذشته	به	0.196429
از	گذشته	تا	0.107143
از	گذشته	است	0.053571
از	گذشته	در	0.053571
از	گذشته	شده	0.053571
از	گروه	های	0.250000
از	گسترش	همکاری	0.444444
از	گشت	و	1.000000
از	گفت	و	1.000000
از	گل	و	0.166667
از	گل	برای	0.166667
از	گوشه	و	0.750000
از	گونه	های	0.666667
از	یاد	و	0.230769
از	یاد	برد	0.230769
از	یک	سو	0.063043
از	یک	سال	0.060870
از	یک	میلیون	0.045652
از	یک	ساعت	0.036957
از	یک	دهه	0.034783
از	یک	ماه	0.034783
از	یک	طرف	0.028261
از	یک	منبع	0.026087
از	یک	دوره	0.019565
از	یک	هفته	0.019565
از	یک	مقام	0.015217
از	یک	روز	0.015217
از	یک	هزار	0.015217
از	یک	درصد	0.013043
از	یک	دستگاه	0.013043
از	یک	اثر	0.010870
از	یک	شرکت	0.010870
از	یک	سری	0.010870
از	یک	تا	0.008696
از	یک	دقیقه	0.008696
از	یک	ساختمان	0.006522
از	یک	جایی	0.006522
از	یک	فصل	0.006522
از	یک	وب	0.006522
از	یک	قرن	0.006522
از	یک	کشور	0.006522
از	یک	خیابان	0.006522
از	یک	بازی	0.006522
از	یک	یا	0.006522
از	یک	کارخانه	0.006522
از	یکم	تا	1.000000
از	یکی	از	0.851852
از	یکی	دو	0.148148
اساس	آخرین	اطلاعات	0.333333
اساس	آخرین	آمار	0.222222
اساس	آنچه	در	0.500000
اساس	است	که	1.000000
اساس	اعلام	اداره	0.188679
اساس	اعلام	این	0.169811
اساس	اعلام	سازمان	0.132075
اساس	اعلام	وزارت	0.132075
اساس	اعلام	رئیس	0.056604
اساس	این	گزارش	0.704918
اساس	این	قانون	0.032787
اساس	این	توافق	0.024590
اساس	این	خبر	0.024590
اساس	این	طرح	0.024590
اساس	داده	های	1.000000
اساس	لازم	است	1.000000
اساس	ماده	قانون	0.692308
اساس	منافع	ملی	1.000000
اساس	و	با	0.375000
اساس	گزارش	سازمان	0.151515
اساس	گزارش	مرکز	0.090909
اساس	گزارش	وب	0.090909
اساس	یک	مطالعه	0.555556
اساس	یکی	از	1.000000
استاد	حوزه	و	1.000000
استاد	دانشگاه	در	0.258065
استاد	دانشگاه	و	0.161290
استاد	علوم	سیاسی	1.000000
استعفا	داد	و	0.600000
استفاده	از	این	0.156977
استفاده	از	آن	0.060078
استفاده	از	هوش	0.023256
استفاده	از	مواد	0.023256
استفاده	از	یک	0.021318
استفاده	از	آنها	0.019380
استفاده	از	خدمات	0.019380
استفاده	از	منابع	0.015504
استفاده	از	کارت	0.015504
استفاده	از	سلاح	0.013566
استفاده	از	ابزار	0.013566
استفاده	از	نیروی	0.013566
استفاده	از	تکنولوژی	0.013566
استفاده	از	روش	0.013566
استفاده	از	سیستم	0.011628
استفاده	از	کلاه	0.011628
استفاده	از	ماسک	0.011628
استفاده	از	قطعات	0.011628
استفاده	از	دستگاه	0.011628
استفاده	از	زبان	0.009690
استفاده	از	برخی	0.009690
استفاده	از	آب	0.009690
استفاده	از	لوازم	0.009690
استفاده	از	محصولات	0.009690
استفاده	از	انرژی	0.009690
استفاده	از	سوخت	0.007752
استفاده	از	اطلاعات	0.007752
استفاده	از	تلفن	0.007752
استفاده	از	تن	0.005814
استفاده	از	ماشین	0.005814
استفاده	بیش	از	1.000000
استفاده	خواهد	کرد	0.545455
استفاده	خواهد	شد	0.363636
استفاده	خواهند	کرد	0.600000
استفاده	خواهیم	کرد	1.000000
استفاده	در	جنگ	0.250000
استفاده	در	این	0.187500
استفاده	را	از	0.210526
استفاده	را	داشته	0.157895
استفاده	روسیه	از	1.000000
استفاده	شده	است	0.657895
استفاده	شده	که	0.078947
استفاده	شود	و	0.208333
استفاده	شود	که	0.125000
استفاده	شود	تا	0.125000
استفاده	صحیح	از	0.555556
استفاده	قرار	گرفته	0.297297
استفاده	قرار	گرفت	0.270270
استفاده	قرار	می	0.216216
استفاده	می	شود	0.289157
استفاده	می	کند	0.277108
استفاده	می	کنند	0.253012
استفاده	می	کنیم	0.048193
استفاده	می	کنید	0.036145
استفاده	می	کردند	0.036145
استفاده	میشد	و	0.750000
استفاده	میکرد	و	0.500000
استفاده	میکند	و	0.428571
استفاده	میکند	که	0.214286
استفاده	میکند	تا	0.178571
استفاده	میکنند	که	0.190476
استفاده	میکنند	و	0.166667
استفاده	میکنند	تا	0.095238
استفاده	میکنند	در	0.071429
استفاده	میکنند	به	0.071429
استفاده	نشده	است	0.777778
استفاده	نمی	کنیم	0.272727
استفاده	نمی	کنند	0.272727
استفاده	نمی	شود	0.272727
استفاده	و	از	0.272727
استفاده	کرد	و	0.447368
استفاده	کرد	که	0.131579
استفاده	کرد	تا	0.105263
استفاده	کردن	از	1.000000
استفاده	کردند	و	0.333333
استفاده	کردند	که	0.142857
استفاده	کردند	تا	0.142857
استفاده	کرده	است	0.420000
استفاده	کرده	و	0.240000
استفاده	کرده	بود	0.080000
استفاده	کرده	تا	0.060000
استفاده	کرده	اند	0.060000
استفاده	کند	و	0.375000
استفاده	کند	اما	0.125000
استفاده	کند	که	0.125000
استفاده	کند	به	0.093750
استفاده	کنند	و	0.232558
استفاده	کنند	که	0.116279
استفاده	کنند	تا	0.069767
استفاده	کنند	بنابراین	0.069767
استفاده	کنید	تا	0.333333
استفاده	کنید	و	0.194444
استفاده	کنید	که	0.138889
استفاده	کنیم	و	0.400000
استفاده	کنیم	تا	0.100000
استقبال	از	بهار	0.148148
استقبال	خواهد	کرد	1.000000
استقبال	خواهند	کرد	1.000000
استقبال	خوبی	از	0.700000
استقبال	قرار	گرفت	1.000000
استقبال	مردم	از	0.300000
استقبال	می	کنیم	0.600000
استقبال	می	کند	0.400000
استقبال	میکنیم	و	0.714286
استقبال	کرد	و	0.800000
استقبال	کردند	و	0.600000
استقبال	کرده	و	0.454545
استقبال	کرده	است	0.363636
استقبال	گسترده	مردم	0.375000
اشاره	به	اینکه	0.373031
اشاره	به	اهمیت	0.037402
اشاره	به	این	0.024606
اشاره	به	افزایش	0.023622
اشاره	به	وضعیت	0.022638
اشاره	به	نقش	0.020669
اشاره	به	حضور	0.011811
اشاره	به	اقدامات	0.010827
اشاره	به	سفر	0.009843
اشاره	به	موضوع	0.008858
اشاره	به	روند	0.007874
اشاره	به	جایگاه	0.007874
اشاره	به	حمایت	0.006890
اشاره	به	برخی	0.006890
اشاره	به	طرح	0.006890
اشاره	به	تشکیل	0.006890
اشاره	به	آغاز	0.006890
اشاره	به	کشف	0.006890
اشاره	به	وقوع	0.005906
اشاره	به	تلاش	0.005906
اشاره	به	فرا	0.005906
اشاره	به	کاهش	0.005906
اشاره	به	جزئیات	0.005906
اشاره	به	آخرین	0.004921
اشاره	به	در	0.004921
اشاره	به	مشکلات	0.004921
اشاره	به	مشکل	0.004921
اشاره	به	انجام	0.004921
اشاره	به	استقبال	0.004921
اشاره	به	شرایط	0.003937
اشاره	دارد	که	0.571429
اشاره	شد	در	0.166667
اشاره	شده	است	0.568182
اشاره	شده	بود	0.136364
اشاره	شده	که	0.090909
اشاره	شده	در	0.068182
اشاره	می	کند	0.500000
اشاره	میکند	و	0.500000
اشاره	میکند	که	0.269231
اشاره	نشده	است	0.600000
اشاره	نکرده	است	0.750000
اشاره	و	بیان	0.173913
اشاره	و	عنوان	0.173913
اشاره	و	بر	0.130435
اشاره	و	اظهار	0.130435
اشاره	کرد	و	0.754864
اشاره	کرد	که	0.182879
اشاره	کرد	اما	0.011673
اشاره	کردند	که	0.583333
اشاره	کردند	و	0.333333
اشاره	کرده	و	0.414634
اشاره	کرده	که	0.243902
اشاره	کرده	است	0.195122
اشاره	کرده	بود	0.073171
اشاره	کردید	که	0.444444
اشاره	کند	که	1.000000
اشاره	کنیم	که	0.625000
اشتراک	نظر	دارند	1.000000
اشتراک	گذاشت	که	0.750000
اشتراک	گذاشته	است	0.384615
اشتراک	گذاشته	شده	0.384615
اطراف	آن	را	0.333333
اطلاع	از	قیمت	0.111111
اطلاع	از	این	0.111111
اطلاع	بعدی	مسدود	0.461538
اطلاع	بعدی	ممنوع	0.461538
اطلاع	داد	که	0.500000
اطلاع	داده	که	0.214286
اعتراف	کرد	و	0.419355
اعتراف	کرد	که	0.387097
اعتراف	کرد	اما	0.096774
اعتراف	کردند	که	0.500000
اعتراف	کرده	است	0.272727
اعتراف	کرده	که	0.272727
اعتقاد	بر	این	0.666667
اعتقاد	دارم	که	0.666667
اعتقاد	دارند	که	0.400000
اعدام	محکوم	شد	0.500000
اعزام	به	خدمت	0.375000
اعزام	خواهد	شد	1.000000
اعزام	خواهند	شد	1.000000
اعزام	شدند	و	0.583333
اعزام	شده	و	0.571429
اعزام	شده	است	0.214286
اعزام	می	شوند	1.000000
اعزام	و	پس	0.272727
اعزام	کرده	است	0.800000
اعمال	خواهد	شد	0.833333
اعمال	شده	و	0.190476
اعمال	شده	است	0.142857
اعمال	فشار	بر	0.500000
اعمال	کرده	است	0.583333
اعمال	کرده	و	0.333333
افرادی	است	که	1.000000
افرادی	بود	که	1.000000
افرادی	را	که	0.272727
افرادی	هستند	که	1.000000
افرادی	که	در	0.220779
افرادی	که	به	0.099567
افرادی	که	از	0.086580
افرادی	که	با	0.038961
افرادی	که	دچار	0.025974
افرادی	که	این	0.021645
افرادی	که	برای	0.021645
افرادی	که	بیش	0.012987
افرادی	که	تحت	0.012987
افرادی	که	هنوز	0.012987
افرادی	که	نسبت	0.012987
افزایش	ابر	و	0.384615
افزایش	ابر	گاهی	0.192308
افزایش	ابر	در	0.115385
افزایش	است	و	0.769231
افزایش	باد	با	0.750000
افزایش	بوده	است	0.750000
افزایش	بیش	از	1.000000
افزایش	تقاضا	برای	0.500000
افزایش	تولید	و	0.214286
افزایش	تولید	در	0.178571
افزایش	تولید	است	0.142857
افزایش	جریان	خون	0.750000
افزایش	حداقل	دستمزد	0.750000
افزایش	حقوق	و	0.181818
افزایش	حقوق	کارکنان	0.136364
افزایش	خواهد	داد	0.800000
افزایش	داد	و	0.444444
افزایش	داد	که	0.333333
افزایش	دادند	و	1.000000
افزایش	داده	است	0.538462
افزایش	داده	و	0.282051
افزایش	داده	بود	0.076923
افزایش	داشت	و	1.000000
افزایش	داشته	است	0.911765
افزایش	دهد	و	0.533333
افزایش	دهد	تا	0.200000
افزایش	را	نشان	0.300000
افزایش	طول	عمر	0.888889
افزایش	فروش	نفت	0.500000
افزایش	فشار	خون	0.333333
افزایش	فشار	بر	0.266667
افزایش	قابل	توجه	0.800000
افزایش	قدرت	خرید	0.375000
افزایش	قیمت	را	0.055556
افزایش	قیمت	نفت	0.046296
افزایش	قیمت	دلار	0.046296
افزایش	قیمت	به	0.046296
افزایش	قیمت	مواد	0.046296
افزایش	قیمت	محصولات	0.046296
افزایش	قیمت	داشته	0.037037
افزایش	قیمت	مسکن	0.037037
افزایش	قیمت	خرید	0.037037
افزایش	قیمت	مرغ	0.037037
افزایش	قیمت	نان	0.027778
افزایش	قیمت	در	0.027778
افزایش	قیمت	آن	0.027778
افزایش	قیمت	نسبت	0.027778
افزایش	می	دهد	0.909091
افزایش	نسبت	به	0.800000
افزایش	نظارت	و	0.750000
افزایش	و	کاهش	0.307692
افزایش	وزن	و	0.222222
افزایش	پیدا	کند	0.291667
افزایش	پیدا	کرده	0.283333
افزایش	پیدا	کرد	0.183333
افزایش	پیدا	میکند	0.116667
افزایش	پیدا	خواهد	0.050000
افزایش	یا	کاهش	1.000000
افزایش	یافته	است	0.757812
افزایش	یافته	و	0.140625
افزایش	یافته	که	0.031250
افزایش	یافته	اما	0.023438
افغانستان	بعد	از	1.000000
افغانستان	را	به	0.187500
افغانستان	مبارزه	با	1.000000
افغانستان	و	پاکستان	0.200000
اقامت	در	این	0.272727
اقتصاد	این	کشور	0.875000
اقتصاد	جهانی	و	0.571429
اقتصاد	در	این	0.250000
اقتصاد	و	فرهنگ	0.096774
اقتصاد	و	تجارت	0.096774
اقتصاد	کشور	را	0.115385
اقتصاد	کشور	از	0.115385
اقتصاد	کشور	به	0.115385
اقدام	است	و	0.750000
اقدام	به	سرقت	0.067485
اقدام	به	خرید	0.061350
اقدام	به	تیراندازی	0.055215
اقدام	به	خودکشی	0.036810
اقدام	به	ساخت	0.036810
اقدام	به	ضرب	0.030675
اقدام	به	ثبت	0.030675
اقدام	به	ارسال	0.024540
اقدام	به	آتش	0.024540
اقدام	به	حمل	0.018405
اقدام	به	فروش	0.018405
اقدام	به	موقع	0.018405
اقدام	به	فرار	0.018405
اقدام	به	ارائه	0.018405
اقدام	به	سفر	0.018405
اقدام	به	پاره	0.018405
اقدام	به	تولید	0.018405
اقدام	خواهد	کرد	0.500000
اقدام	خواهد	شد	0.416667
اقدام	در	این	0.210526
اقدام	دولت	در	0.600000
اقدام	را	در	0.166667
اقدام	را	یک	0.166667
اقدام	می	کنند	0.750000
اقدام	پس	از	1.000000
اقدام	کرده	است	0.380952
اقدام	کرده	بودند	0.142857
اقدام	کرده	و	0.142857
اقدام	کنند	و	0.416667
اقدامات	اطلاعاتی	و	0.666667
اقدامات	انجام	شده	0.961538
اقدامات	بانک	مرکزی	1.000000
اقدامات	بسیار	خوبی	0.750000
اقدامات	خوبی	در	0.300000
اقدامات	خوبی	انجام	0.200000
اقدامات	خوبی	هم	0.150000
اقدامات	خود	را	0.333333
اقدامات	خود	برای	0.250000
اقدامات	دولت	در	0.500000
اقدامات	زیادی	برای	0.600000
اقدامات	صورت	گرفته	1.000000
اقدامات	لازم	برای	0.315789
اقدامات	لازم	انجام	0.157895
اقدامات	لازم	را	0.157895
اقدامات	لازم	به	0.105263
اقدامات	لازم	صورت	0.105263
اقدامات	لازم	در	0.078947
اقدامات	ما	در	1.000000
اقدامات	موثر	و	0.500000
الله	علیه	و	0.933333
ام	وی	ام	1.000000
امروز	آخرین	روز	0.428571
امروز	ادامه	دارد	0.750000
امروز	اعلام	کرد	0.800000
امروز	این	تیم	0.130435
امروز	با	حضور	0.253521
امروز	با	واحد	0.042254
امروز	با	کاهش	0.042254
امروز	باید	به	0.214286
امروز	بخشی	از	1.000000
امروز	برگزار	شد	0.500000
امروز	بسیاری	از	1.000000
امروز	بعد	از	1.000000
امروز	به	برکت	0.101449
امروز	به	علت	0.057971
امروز	به	عنوان	0.043478
امروز	به	دلیل	0.043478
امروز	به	میلیون	0.043478
امروز	بیش	از	1.000000
امروز	تا	روز	0.208333
امروز	جمعه	در	0.333333
امروز	جمعه	با	0.122807
امروز	جمعه	به	0.105263
امروز	جمعه	گفت	0.052632
امروز	جمعه	از	0.052632
امروز	خبر	داد	0.800000
امروز	خود	به	0.375000
امروز	در	این	0.061728
امروز	در	نشست	0.049383
امروز	در	جمع	0.043210
امروز	در	جلسه	0.043210
امروز	در	بازار	0.037037
امروز	در	یک	0.030864
امروز	در	حالی	0.024691
